SearchTeam,Season,Team,Lineup,Offense,Defense,Net,Season Possessions,Total Possessions
Houston Rockets,2024,Houston Rockets,Jeff Green | Aaron Holiday | Jabari Smith Jr. | Amen Thompson | Cam Whitmore,-3.3,-0.5,-3.8,325,325
Houston Rockets,2024,Houston Rockets,Jeff Green | Fred VanVleet | Dillon Brooks | Jalen Green | Alperen Sengun,1,-1.3,-0.3,319,319
Houston Rockets,2024,Houston Rockets,Fred VanVleet | Dillon Brooks | Jock Landale | Jalen Green | Amen Thompson,-1,0.6,-0.4,279,279
Houston Rockets,2024,Houston Rockets,Jeff Green | Fred VanVleet | Dillon Brooks | Jalen Green | Jabari Smith Jr.,-2.6,-0.5,-3.1,255,255
Houston Rockets,2024,Houston Rockets,Jeff Green | Aaron Holiday | Jalen Green | Jae'Sean Tate | Tari Eason,-1.6,0.9,-0.7,173,173
Houston Rockets,2024,Houston Rockets,Fred VanVleet | Dillon Brooks | Aaron Holiday | Jae'Sean Tate | Alperen Sengun,-2.4,1.4,-1,144,144
Houston Rockets,2024,Houston Rockets,Jeff Green | Fred VanVleet | Dillon Brooks | Jabari Smith Jr. | Tari Eason,-0.5,-0.1,-0.6,139,139
Houston Rockets,2024,Houston Rockets,Dillon Brooks | Aaron Holiday | Jalen Green | Alperen Sengun | Jabari Smith Jr.,0.7,-3.1,-2.5,131,131
Houston Rockets,2024,Houston Rockets,Fred VanVleet | Jalen Green | Alperen Sengun | Jabari Smith Jr. | Cam Whitmore,-0.1,0.4,0.3,125,125
Houston Rockets,2024,Houston Rockets,Jeff Green | Fred VanVleet | Jalen Green | Jae'Sean Tate | Alperen Sengun,2.2,-2.6,-0.4,124,124
Houston Rockets,2024,Houston Rockets,Jeff Green | Fred VanVleet | Dillon Brooks | Jock Landale | Jalen Green,1.2,1.4,2.6,120,120
Houston Rockets,2024,Houston Rockets,Fred VanVleet | Aaron Holiday | Jae'Sean Tate | Alperen Sengun | Tari Eason,1,1.2,2.2,113,113
Houston Rockets,2024,Houston Rockets,Fred VanVleet | Dillon Brooks | Aaron Holiday | Jalen Green | Alperen Sengun,-1.3,-0.1,-1.5,110,110
Houston Rockets,2024,Houston Rockets,Fred VanVleet | Dillon Brooks | Jalen Green | Alperen Sengun | Tari Eason,-1.3,0,-1.3,109,109
Houston Rockets,2024,Houston Rockets,Fred VanVleet | Dillon Brooks | Jalen Green | Jae'Sean Tate | Alperen Sengun,-1.3,-1.4,-2.7,109,109
Houston Rockets,2024,Houston Rockets,Fred VanVleet | Dillon Brooks | Aaron Holiday | Alperen Sengun | Jabari Smith Jr.,1,0.5,1.5,107,107
Houston Rockets,2024,Houston Rockets,Fred VanVleet | Dillon Brooks | Jalen Green | Alperen Sengun | Amen Thompson,-0.1,0.6,0.5,106,106
Houston Rockets,2024,Houston Rockets,Dillon Brooks | Jalen Green | Alperen Sengun | Amen Thompson | Cam Whitmore,-2.5,-0.2,-2.7,105,105
Houston Rockets,2024,Houston Rockets,Jeff Green | Fred VanVleet | Dillon Brooks | Jalen Green | Amen Thompson,-0.9,0.6,-0.2,105,105
Houston Rockets,2024,Houston Rockets,Jeff Green | Fred VanVleet | Aaron Holiday | Jae'Sean Tate | Tari Eason,-0.1,1.3,1.2,102,102
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | CJ McCollum | Brandon Ingram | Zion Williamson | Herbert Jones,2.4,-1,1.4,1825,2293
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | CJ McCollum | Brandon Ingram | Herbert Jones | Trey Murphy III,2.2,-1.1,1,699,2412
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | CJ McCollum | Zion Williamson | Herbert Jones | Trey Murphy III,-0.6,-1.5,-2.1,635,933
New Orleans Pelicans,2024,New Orleans Pelicans,CJ McCollum | Larry Nance Jr. | Brandon Ingram | Zion Williamson | Herbert Jones,-1.8,0.7,-1,601,676
New Orleans Pelicans,2024,New Orleans Pelicans,CJ McCollum | Larry Nance Jr. | Brandon Ingram | Herbert Jones | Trey Murphy III,1.7,4.3,6,450,1076
New Orleans Pelicans,2024,New Orleans Pelicans,CJ McCollum | Larry Nance Jr. | Zion Williamson | Herbert Jones | Trey Murphy III,1.6,-0.6,1,390,422
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | Brandon Ingram | Zion Williamson | Herbert Jones | Dyson Daniels,5.9,-0.9,5,357,357
New Orleans Pelicans,2024,New Orleans Pelicans,Larry Nance Jr. | Zion Williamson | Naji Marshall | Trey Murphy III | Jose Alvarado,1.9,3.5,5.4,325,367
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | CJ McCollum | Brandon Ingram | Zion Williamson | Trey Murphy III,0.7,-0.1,0.5,192,192
New Orleans Pelicans,2024,New Orleans Pelicans,Larry Nance Jr. | Brandon Ingram | Naji Marshall | Trey Murphy III | Jose Alvarado,-1,0.1,-1,189,313
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | CJ McCollum | Matt Ryan | Herbert Jones | Jordan Hawkins,0.7,-0.4,0.4,165,165
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | Brandon Ingram | Naji Marshall | Trey Murphy III | Jose Alvarado,-3,0.6,-2.4,163,191
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | CJ McCollum | Brandon Ingram | Naji Marshall | Trey Murphy III,-2.2,-0.2,-2.4,162,217
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | Brandon Ingram | Herbert Jones | Dyson Daniels | Jordan Hawkins,-2.9,0,-2.9,154,154
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | CJ McCollum | Herbert Jones | Trey Murphy III | Dyson Daniels,-2.7,2.2,-0.5,148,246
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | Brandon Ingram | Zion Williamson | Herbert Jones | Trey Murphy III,0.1,1.8,2,134,134
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | Brandon Ingram | Zion Williamson | Dyson Daniels | Jordan Hawkins,1.2,-0.5,0.7,126,126
New Orleans Pelicans,2024,New Orleans Pelicans,CJ McCollum | Zion Williamson | Herbert Jones | Trey Murphy III | Dyson Daniels,0.8,0.9,1.7,124,127
New Orleans Pelicans,2024,New Orleans Pelicans,Zion Williamson | Naji Marshall | Herbert Jones | Trey Murphy III | Jose Alvarado,0.5,0.9,1.4,120,120
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | CJ McCollum | Naji Marshall | Herbert Jones | Jose Alvarado,1.9,-1.6,0.3,119,214
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | CJ McCollum | Brandon Ingram | Herbert Jones | Dyson Daniels,-3.1,-1.2,-4.3,118,118
New Orleans Pelicans,2024,New Orleans Pelicans,Cody Zeller | Naji Marshall | Jose Alvarado | Dyson Daniels | Jordan Hawkins,2.9,1,3.9,116,116
New Orleans Pelicans,2024,New Orleans Pelicans,CJ McCollum | Larry Nance Jr. | Zion Williamson | Naji Marshall | Trey Murphy III,-0.6,0.8,0.2,115,240
New Orleans Pelicans,2024,New Orleans Pelicans,Larry Nance Jr. | Zion Williamson | Naji Marshall | Jose Alvarado | Jordan Hawkins,-2.9,-0.7,-3.6,103,103
New Orleans Pelicans,2024,New Orleans Pelicans,Larry Nance Jr. | Brandon Ingram | Herbert Jones | Trey Murphy III | Jose Alvarado,2.1,0.4,2.5,101,206
New Orleans Pelicans,2024,New Orleans Pelicans,Larry Nance Jr. | Zion Williamson | Trey Murphy III | Jose Alvarado | Dyson Daniels,-5.4,0.4,-5,90,111
New Orleans Pelicans,2024,New Orleans Pelicans,CJ McCollum | Larry Nance Jr. | Zion Williamson | Trey Murphy III | Dyson Daniels,1.6,-2.7,-1,90,163
New Orleans Pelicans,2024,New Orleans Pelicans,CJ McCollum | Larry Nance Jr. | Brandon Ingram | Naji Marshall | Trey Murphy III,-1.7,-1.9,-3.6,89,176
New Orleans Pelicans,2024,New Orleans Pelicans,Larry Nance Jr. | Zion Williamson | Herbert Jones | Trey Murphy III | Jose Alvarado,-1.4,-1.1,-2.6,78,102
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | Brandon Ingram | Zion Williamson | Herbert Jones | Jose Alvarado,-0.5,1.5,0.9,77,177
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | CJ McCollum | Trey Murphy III | Jose Alvarado | Dyson Daniels,2.6,-2,0.6,75,174
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | Brandon Ingram | Herbert Jones | Trey Murphy III | Dyson Daniels,-3,-1.7,-4.7,71,124
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | CJ McCollum | Zion Williamson | Naji Marshall | Trey Murphy III,-4,-0.3,-4.3,65,318
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | CJ McCollum | Brandon Ingram | Naji Marshall | Herbert Jones,-0.7,0.1,-0.6,64,166
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | CJ McCollum | Naji Marshall | Trey Murphy III | Jose Alvarado,-0.6,-0.6,-1.1,61,361
New Orleans Pelicans,2024,New Orleans Pelicans,Larry Nance Jr. | Brandon Ingram | Herbert Jones | Trey Murphy III | Dyson Daniels,1.4,-0.3,1.1,57,139
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | CJ McCollum | Herbert Jones | Trey Murphy III | Jose Alvarado,3.7,1.4,5.1,57,190
New Orleans Pelicans,2024,New Orleans Pelicans,CJ McCollum | Larry Nance Jr. | Naji Marshall | Trey Murphy III | Jose Alvarado,2.1,0.1,2.1,53,244
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | CJ McCollum | Brandon Ingram | Herbert Jones | Jose Alvarado,-2,-1,-3,50,356
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | CJ McCollum | Zion Williamson | Trey Murphy III | Dyson Daniels,-3.3,3,-0.3,48,312
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | CJ McCollum | Naji Marshall | Trey Murphy III | Dyson Daniels,-2,-1.5,-3.5,36,357
New Orleans Pelicans,2024,New Orleans Pelicans,CJ McCollum | Brandon Ingram | Naji Marshall | Herbert Jones | Trey Murphy III,1.1,0.2,1.3,34,102
New Orleans Pelicans,2024,New Orleans Pelicans,CJ McCollum | Larry Nance Jr. | Herbert Jones | Trey Murphy III | Jose Alvarado,-5.9,1.5,-4.4,33,200
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | CJ McCollum | Naji Marshall | Herbert Jones | Trey Murphy III,3.3,-0.1,3.2,32,511
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | Brandon Ingram | Herbert Jones | Trey Murphy III | Jose Alvarado,1,-1.6,-0.6,29,214
New Orleans Pelicans,2024,New Orleans Pelicans,CJ McCollum | Larry Nance Jr. | Brandon Ingram | Herbert Jones | Jose Alvarado,1.8,0.7,2.5,10,206
New Orleans Pelicans,2024,New Orleans Pelicans,CJ McCollum | Larry Nance Jr. | Zion Williamson | Trey Murphy III | Jose Alvarado,0.3,0.6,0.9,7,124
New Orleans Pelicans,2024,New Orleans Pelicans,Jonas Valanciunas | Naji Marshall | Herbert Jones | Trey Murphy III | Jose Alvarado,0.5,-1,-0.5,2,125
Orlando Magic,2024,Orlando Magic,Gary Harris | Wendell Carter Jr. | Franz Wagner | Jalen Suggs | Paolo Banchero,0.8,6.3,7,1557,1567
Orlando Magic,2024,Orlando Magic,Markelle Fultz | Wendell Carter Jr. | Franz Wagner | Jalen Suggs | Paolo Banchero,-1.4,4.6,3.3,1222,1460
Orlando Magic,2024,Orlando Magic,Goga Bitadze | Franz Wagner | Jalen Suggs | Paolo Banchero | Anthony Black,-2,3.8,1.9,1152,1152
Orlando Magic,2024,Orlando Magic,Gary Harris | Joe Ingles | Jonathan Isaac | Moritz Wagner | Cole Anthony,-1.3,2,0.7,424,424
Orlando Magic,2024,Orlando Magic,Joe Ingles | Markelle Fultz | Jonathan Isaac | Moritz Wagner | Cole Anthony,-1.8,3.1,1.3,397,397
Orlando Magic,2024,Orlando Magic,Goga Bitadze | Chuma Okeke | Jalen Suggs | Paolo Banchero | Caleb Houstan,-1.3,0.2,-1.1,383,383
Orlando Magic,2024,Orlando Magic,Gary Harris | Jonathan Isaac | Franz Wagner | Jalen Suggs | Paolo Banchero,-4.7,1.7,-3.1,341,341
Orlando Magic,2024,Orlando Magic,Joe Ingles | Jonathan Isaac | Moritz Wagner | Cole Anthony | Anthony Black,5,1.3,6.3,337,337
Orlando Magic,2024,Orlando Magic,Gary Harris | Jonathan Isaac | Moritz Wagner | Cole Anthony | Franz Wagner,-0.6,3.9,3.3,311,311
Orlando Magic,2024,Orlando Magic,Joe Ingles | Jonathan Isaac | Moritz Wagner | Cole Anthony | Franz Wagner,3,0.8,3.8,294,294
Orlando Magic,2024,Orlando Magic,Wendell Carter Jr. | Franz Wagner | Jalen Suggs | Paolo Banchero | Anthony Black,-3.4,1.3,-2.1,263,263
Orlando Magic,2024,Orlando Magic,Gary Harris | Joe Ingles | Moritz Wagner | Cole Anthony | Franz Wagner,-0.9,-2,-2.9,216,216
Orlando Magic,2024,Orlando Magic,Gary Harris | Goga Bitadze | Franz Wagner | Paolo Banchero | Anthony Black,-1.4,0.5,-0.9,211,211
Orlando Magic,2024,Orlando Magic,Jonathan Isaac | Wendell Carter Jr. | Franz Wagner | Jalen Suggs | Paolo Banchero,0,0.4,0.4,211,211
Orlando Magic,2024,Orlando Magic,Gary Harris | Markelle Fultz | Wendell Carter Jr. | Jalen Suggs | Paolo Banchero,-5.6,-0.5,-6.1,195,415
Orlando Magic,2024,Orlando Magic,Wendell Carter Jr. | Cole Anthony | Franz Wagner | Jalen Suggs | Paolo Banchero,-3.4,0,-3.3,193,229
Orlando Magic,2024,Orlando Magic,Gary Harris | Wendell Carter Jr. | Franz Wagner | Paolo Banchero | Anthony Black,-3.7,-1.8,-5.5,181,181
Orlando Magic,2024,Orlando Magic,Gary Harris | Goga Bitadze | Franz Wagner | Jalen Suggs | Paolo Banchero,1.3,-0.5,0.9,176,176
Orlando Magic,2024,Orlando Magic,Wendell Carter Jr. | Franz Wagner | Jalen Suggs | Paolo Banchero | Caleb Houstan,-0.8,-1.3,-2.1,166,166
Orlando Magic,2024,Orlando Magic,Joe Ingles | Goga Bitadze | Jalen Suggs | Paolo Banchero | Anthony Black,2,1.5,3.5,161,161
Orlando Magic,2024,Orlando Magic,Gary Harris | Moritz Wagner | Cole Anthony | Franz Wagner | Paolo Banchero,-1.8,-0.6,-2.5,159,170
Orlando Magic,2024,Orlando Magic,Gary Harris | Joe Ingles | Moritz Wagner | Cole Anthony | Paolo Banchero,-2.7,-3.2,-5.9,149,149
Orlando Magic,2024,Orlando Magic,Joe Ingles | Moritz Wagner | Cole Anthony | Franz Wagner | Caleb Houstan,0.1,-0.2,-0.1,126,126
Orlando Magic,2024,Orlando Magic,Gary Harris | Joe Ingles | Wendell Carter Jr. | Jalen Suggs | Paolo Banchero,0.2,0,0.2,121,121
Orlando Magic,2024,Orlando Magic,Joe Ingles | Markelle Fultz | Wendell Carter Jr. | Cole Anthony | Paolo Banchero,-2.8,-0.4,-3.2,109,109
Orlando Magic,2024,Orlando Magic,Jonathan Isaac | Moritz Wagner | Cole Anthony | Franz Wagner | Anthony Black,-1.8,0.5,-1.2,109,109
Orlando Magic,2024,Orlando Magic,Gary Harris | Goga Bitadze | Cole Anthony | Franz Wagner | Paolo Banchero,0,1.6,1.6,106,111
Orlando Magic,2024,Orlando Magic,Joe Ingles | Markelle Fultz | Moritz Wagner | Cole Anthony | Caleb Houstan,-4,0.5,-3.5,103,103
Orlando Magic,2024,Orlando Magic,Joe Ingles | Markelle Fultz | Moritz Wagner | Cole Anthony | Paolo Banchero,-1.1,-0.9,-2,100,100
Orlando Magic,2024,Orlando Magic,Goga Bitadze | Chuma Okeke | Caleb Houstan | Anthony Black | Jett Howard,0.4,-0.2,0.2,100,100
Orlando Magic,2024,Orlando Magic,Gary Harris | Wendell Carter Jr. | Cole Anthony | Franz Wagner | Paolo Banchero,0.8,-1.1,-0.3,95,141
Orlando Magic,2024,Orlando Magic,Markelle Fultz | Wendell Carter Jr. | Cole Anthony | Franz Wagner | Paolo Banchero,-0.9,0.6,-0.3,89,226
Orlando Magic,2024,Orlando Magic,Markelle Fultz | Moritz Wagner | Cole Anthony | Franz Wagner | Paolo Banchero,-2.6,0.4,-2.2,81,141
Orlando Magic,2024,Orlando Magic,Markelle Fultz | Wendell Carter Jr. | Cole Anthony | Jalen Suggs | Paolo Banchero,-1.3,-1.6,-2.9,69,228
Orlando Magic,2024,Orlando Magic,Gary Harris | Wendell Carter Jr. | Moritz Wagner | Cole Anthony | Franz Wagner,3.1,-1.7,1.4,66,101
Orlando Magic,2024,Orlando Magic,Markelle Fultz | Moritz Wagner | Franz Wagner | Jalen Suggs | Paolo Banchero,-1.7,0.2,-1.4,35,194
Orlando Magic,2024,Orlando Magic,Gary Harris | Markelle Fultz | Wendell Carter Jr. | Franz Wagner | Paolo Banchero,-0.5,0.2,-0.3,22,2371
Orlando Magic,2024,Orlando Magic,Markelle Fultz | Moritz Wagner | Cole Anthony | Jalen Suggs | Paolo Banchero,2.2,-0.2,2,19,141
Orlando Magic,2024,Orlando Magic,Gary Harris | Markelle Fultz | Wendell Carter Jr. | Cole Anthony | Paolo Banchero,0.9,-2.9,-2,18,405
Orlando Magic,2024,Orlando Magic,Gary Harris | Markelle Fultz | Moritz Wagner | Franz Wagner | Paolo Banchero,1.2,-0.5,0.6,3,116
Memphis Grizzlies,2024,Memphis Grizzlies,Marcus Smart | Jaren Jackson Jr. | Xavier Tillman | Desmond Bane | Ziaire Williams,-4.4,2,-2.5,294,294
Memphis Grizzlies,2024,Memphis Grizzlies,Luke Kennard | Jaren Jackson Jr. | John Konchar | Santi Aldama | Vince Williams Jr.,-0.3,1.1,0.8,251,251
Memphis Grizzlies,2024,Memphis Grizzlies,Bismack Biyombo | Marcus Smart | Jaren Jackson Jr. | Ja Morant | Desmond Bane,-2.8,0.9,-1.8,225,225
Memphis Grizzlies,2024,Memphis Grizzlies,Scotty Pippen Jr. | Jordan Goodwin | Jake LaRavia | GG Jackson | Trey Jemison,1.7,-0.2,1.5,189,189
Memphis Grizzlies,2024,Memphis Grizzlies,Derrick Rose | Bismack Biyombo | Jaren Jackson Jr. | Desmond Bane | David Roddy,-2,-0.4,-2.4,165,165
Memphis Grizzlies,2024,Memphis Grizzlies,Bismack Biyombo | Jaren Jackson Jr. | Ja Morant | Desmond Bane | Vince Williams Jr.,1.1,0.2,1.2,152,152
Memphis Grizzlies,2024,Memphis Grizzlies,Jaren Jackson Jr. | John Konchar | Santi Aldama | Scotty Pippen Jr. | Vince Williams Jr.,0.3,-0.7,-0.4,137,137
Memphis Grizzlies,2024,Memphis Grizzlies,Jaren Jackson Jr. | John Konchar | Santi Aldama | Vince Williams Jr. | Jacob Gilyard,-1.4,0.4,-1,130,130
Memphis Grizzlies,2024,Memphis Grizzlies,Luke Kennard | Jaren Jackson Jr. | Ziaire Williams | Santi Aldama | Vince Williams Jr.,-2,-1.2,-3.3,121,121
Memphis Grizzlies,2024,Memphis Grizzlies,Bismack Biyombo | Marcus Smart | Jaren Jackson Jr. | Desmond Bane | Jacob Gilyard,1.1,1,2.1,110,110
Memphis Grizzlies,2024,Memphis Grizzlies,Marcus Smart | Jaren Jackson Jr. | Desmond Bane | Ziaire Williams | David Roddy,-0.4,-0.6,-0.9,106,106
Memphis Grizzlies,2024,Memphis Grizzlies,Bismack Biyombo | Marcus Smart | Jaren Jackson Jr. | Desmond Bane | Ziaire Williams,-0.8,-1.5,-2.3,105,105
Atlanta Hawks,2024,Atlanta Hawks,Clint Capela | Dejounte Murray | Trae Young | Saddiq Bey | Jalen Johnson,-2.8,-3.8,-6.7,1245,1247
Atlanta Hawks,2024,Atlanta Hawks,Clint Capela | Dejounte Murray | Trae Young | De'Andre Hunter | Saddiq Bey,3.2,-1.8,1.4,768,1072
Atlanta Hawks,2024,Atlanta Hawks,Clint Capela | Dejounte Murray | Trae Young | De'Andre Hunter | Jalen Johnson,-1.4,-2.5,-3.9,724,773
Atlanta Hawks,2024,Atlanta Hawks,Clint Capela | Bogdan Bogdanovic | Dejounte Murray | De'Andre Hunter | Vit Krejci,3.4,0.2,3.6,614,614
Atlanta Hawks,2024,Atlanta Hawks,Clint Capela | Bogdan Bogdanovic | Dejounte Murray | Saddiq Bey | Jalen Johnson,-2.6,-1,-3.7,603,633
Atlanta Hawks,2024,Atlanta Hawks,Bogdan Bogdanovic | Trae Young | Onyeka Okongwu | Saddiq Bey | Jalen Johnson,4.7,5.3,10,582,998
Atlanta Hawks,2024,Atlanta Hawks,Clint Capela | Bogdan Bogdanovic | Dejounte Murray | De'Andre Hunter | Jalen Johnson,-3,1.6,-1.3,577,577
Atlanta Hawks,2024,Atlanta Hawks,Dejounte Murray | Trae Young | Onyeka Okongwu | Saddiq Bey | Jalen Johnson,2.6,-1.4,1.2,442,458
Atlanta Hawks,2024,Atlanta Hawks,Bogdan Bogdanovic | Trae Young | Garrison Mathews | Onyeka Okongwu | Jalen Johnson,-2,0.8,-1.2,358,358
Atlanta Hawks,2024,Atlanta Hawks,Bogdan Bogdanovic | Dejounte Murray | De'Andre Hunter | Onyeka Okongwu | Saddiq Bey,7.1,-4.6,2.5,335,578
Atlanta Hawks,2024,Atlanta Hawks,Clint Capela | Bogdan Bogdanovic | Dejounte Murray | De'Andre Hunter | Saddiq Bey,0.6,-1.8,-1.2,308,369
Atlanta Hawks,2024,Atlanta Hawks,Clint Capela | Bogdan Bogdanovic | Dejounte Murray | Trae Young | Saddiq Bey,1.7,-0.9,0.8,267,282
Atlanta Hawks,2024,Atlanta Hawks,Wesley Matthews | Bogdan Bogdanovic | Trae Young | Onyeka Okongwu | Saddiq Bey,1.2,-1,0.2,255,255
Atlanta Hawks,2024,Atlanta Hawks,Dejounte Murray | Bruno Fernando | De'Andre Hunter | Garrison Mathews | Vit Krejci,0.4,-2.7,-2.3,250,250
Atlanta Hawks,2024,Atlanta Hawks,Bogdan Bogdanovic | Trae Young | Garrison Mathews | Onyeka Okongwu | Saddiq Bey,4.9,0,5,248,249
Atlanta Hawks,2024,Atlanta Hawks,Clint Capela | Bogdan Bogdanovic | Dejounte Murray | Trae Young | De'Andre Hunter,1.1,-0.5,0.6,220,291
Atlanta Hawks,2024,Atlanta Hawks,Bogdan Bogdanovic | Dejounte Murray | Onyeka Okongwu | Saddiq Bey | Jalen Johnson,2.6,-0.1,2.5,173,419
Atlanta Hawks,2024,Atlanta Hawks,Dejounte Murray | Trae Young | De'Andre Hunter | Onyeka Okongwu | Saddiq Bey,-2,-4.1,-6,172,255
Atlanta Hawks,2024,Atlanta Hawks,Dejounte Murray | Bruno Fernando | De'Andre Hunter | Garrison Mathews | Saddiq Bey,-2.2,-0.7,-2.9,158,158
Atlanta Hawks,2024,Atlanta Hawks,Clint Capela | Dejounte Murray | Trae Young | Garrison Mathews | Saddiq Bey,-0.8,-1.4,-2.2,144,144
Atlanta Hawks,2024,Atlanta Hawks,Bogdan Bogdanovic | Dejounte Murray | De'Andre Hunter | Saddiq Bey | Jalen Johnson,1.6,0.5,2.1,144,144
Atlanta Hawks,2024,Atlanta Hawks,Bogdan Bogdanovic | Dejounte Murray | Onyeka Okongwu | Saddiq Bey | Trent Forrest,0.1,-1.8,-1.7,135,135
Atlanta Hawks,2024,Atlanta Hawks,Clint Capela | Dejounte Murray | De'Andre Hunter | Garrison Mathews | Vit Krejci,2.1,-2,0.1,126,126
Atlanta Hawks,2024,Atlanta Hawks,Bogdan Bogdanovic | Dejounte Murray | Trae Young | Onyeka Okongwu | Jalen Johnson,2.4,-0.6,1.7,125,165
Atlanta Hawks,2024,Atlanta Hawks,Bogdan Bogdanovic | Bruno Fernando | De'Andre Hunter | Jalen Johnson | Kobe Bufkin,-1.4,0.7,-0.8,122,122
Atlanta Hawks,2024,Atlanta Hawks,Clint Capela | Bogdan Bogdanovic | Dejounte Murray | Onyeka Okongwu | Saddiq Bey,0.4,1.1,1.5,122,122
Atlanta Hawks,2024,Atlanta Hawks,Clint Capela | Bogdan Bogdanovic | Trae Young | Saddiq Bey | Jalen Johnson,-0.6,0,-0.7,120,131
Atlanta Hawks,2024,Atlanta Hawks,Clint Capela | Bogdan Bogdanovic | Dejounte Murray | Saddiq Bey | Vit Krejci,0.4,-1.3,-0.9,106,106
Atlanta Hawks,2024,Atlanta Hawks,Bogdan Bogdanovic | Bruno Fernando | De'Andre Hunter | Trent Forrest | Jalen Johnson,1.4,1.7,3.1,101,101
Atlanta Hawks,2024,Atlanta Hawks,Bogdan Bogdanovic | Dejounte Murray | Trae Young | Onyeka Okongwu | Saddiq Bey,1.2,-1.9,-0.7,100,129
Atlanta Hawks,2024,Atlanta Hawks,Bogdan Bogdanovic | Trae Young | De'Andre Hunter | Onyeka Okongwu | Jalen Johnson,-0.2,-2.2,-2.4,94,146
Atlanta Hawks,2024,Atlanta Hawks,Bogdan Bogdanovic | Trae Young | De'Andre Hunter | Onyeka Okongwu | Saddiq Bey,3.5,-0.8,2.7,90,253
Atlanta Hawks,2024,Atlanta Hawks,Bogdan Bogdanovic | Trae Young | Onyeka Okongwu | Jalen Johnson | AJ Griffin,-0.2,0.5,0.3,73,280
Atlanta Hawks,2024,Atlanta Hawks,Bogdan Bogdanovic | Trae Young | Onyeka Okongwu | Saddiq Bey | AJ Griffin,1.4,-0.9,0.5,67,205
Atlanta Hawks,2024,Atlanta Hawks,Bogdan Bogdanovic | Dejounte Murray | De'Andre Hunter | Onyeka Okongwu | AJ Griffin,-1.1,-0.6,-1.7,45,206
Atlanta Hawks,2024,Atlanta Hawks,Bogdan Bogdanovic | Dejounte Murray | Trae Young | De'Andre Hunter | Onyeka Okongwu,-3.2,-1.1,-4.3,44,245
Atlanta Hawks,2024,Atlanta Hawks,Bogdan Bogdanovic | Dejounte Murray | Onyeka Okongwu | Jalen Johnson | AJ Griffin,0.4,-0.2,0.3,32,542
Atlanta Hawks,2024,Atlanta Hawks,Bogdan Bogdanovic | Dejounte Murray | Onyeka Okongwu | Saddiq Bey | AJ Griffin,2.6,-1,1.6,29,206
Atlanta Hawks,2024,Atlanta Hawks,Bogdan Bogdanovic | Trae Young | De'Andre Hunter | Onyeka Okongwu | AJ Griffin,0.6,0.3,0.9,21,171
Denver Nuggets,2024,Denver Nuggets,Kentavious Caldwell-Pope | Aaron Gordon | Nikola Jokic | Jamal Murray | Michael Porter Jr.,9.5,0.2,9.7,4871,9287
Denver Nuggets,2024,Denver Nuggets,Reggie Jackson | Kentavious Caldwell-Pope | Aaron Gordon | Nikola Jokic | Michael Porter Jr.,-0.5,1.9,1.4,1931,1956
Denver Nuggets,2024,Denver Nuggets,Reggie Jackson | Zeke Nnaji | Julian Strawther | Christian Braun | Peyton Watson,-2.7,-0.9,-3.5,351,351
Denver Nuggets,2024,Denver Nuggets,DeAndre Jordan | Reggie Jackson | Jamal Murray | Christian Braun | Peyton Watson,-0.2,-1.1,-1.3,326,326
Denver Nuggets,2024,Denver Nuggets,Justin Holiday | Aaron Gordon | Nikola Jokic | Jamal Murray | Michael Porter Jr.,0.3,1.3,1.6,279,279
Denver Nuggets,2024,Denver Nuggets,Kentavious Caldwell-Pope | Nikola Jokic | Jamal Murray | Michael Porter Jr. | Peyton Watson,2.1,-1.3,0.8,271,271
